ticks,traffic_volumes,traffic_targets,smart_average_speeds_a,smart_average_speeds_h,average_speeds_h,average_speeds_a
50700,735,755.4157617531191,6.934098978749264,2.4267867806889383,6.544601738775077,2.091067165369991
50730,777,793.5275938816709,6.698169912166127,2.452626382326075,5.0201372548127186,1.7545514671464992
50760,818,829.8910241434367,5.3654805859839545,1.9478886738847192,4.5605425966913655,1.5883486734613748
50790,859,867.92080989252,6.744259299987331,2.5588751652724357,6.683101647516243,2.0601391702134357
50820,869,855.4320915995226,6.42764228950334,2.3090567987823114,4.941273103224209,1.7103912794482354
50850,862,843.1230764347647,6.263624371158966,2.1961429336767546,4.318764679475984,1.5179688952941255
50880,839,805.0676311784893,6.099910425786056,2.28008430150271,6.127079182462005,1.95045398943934
50910,807,768.729867425817,6.387549963291748,2.2353812423456842,4.813051711902433,1.676619740629182
50940,763,717.422166623484,5.16747298985132,1.7661739638027076,4.214546178278469,1.4789713799001043
50970,701,669.5389199410841,5.0254387150000275,1.7467947268711577,5.836003700382073,1.8414659470987031
51000,643,617.9564425134992,5.17516456757519,2.018165856989367,4.669684817563952,1.6103417589329305
51030,596,570.3479715227638,4.82587266525698,1.7125877933129778,3.798892759028871,1.4020235316250977
51060,574,557.811321666385,5.937398207959858,2.1009699112756914,6.776097911863404,2.1470683157458175
51090,542,545.550236197834,5.245075408050596,2.064291122188569,4.759488314300846,1.6453378928681432
51120,474,450.47328264242265,6.272189347576907,2.566926122776983,4.667739662257509,1.5748911918372674
51150,400,371.9660718853625,5.499012822806955,1.9916071730827198,7.146009335209922,2.2847436225727056
51180,381,395.9881233777979,6.17066087970016,2.2016080297598393,5.079006851661775,1.6764724284074521
51210,387,421.5615501206164,5.451427215328487,1.8130746613072797,4.394763868300338,1.4786610773867261
51240,375,368.64488235679016,6.370799802925106,2.209663162211736,7.463637612846765,2.5063146372531886
51270,341,322.3705986681387,6.6780811702615726,2.44368722917355,5.806700590024292,1.8294292102624843
51300,324,309.7236535633995,4.973471246572447,1.7078590078009142,4.77880064413964,1.5693398713640485
51330,313,297.5728617094315,5.565734306821092,1.7869482490613242,7.713704976244702,2.2901929306379776
51360,309,297.5728624096218,6.657087231609178,2.4892226883505044,5.478816749923679,1.7562327810479381
51390,301,297.5728631098122,6.169877804008104,1.8672995983098892,4.382681958382113,1.4803334740941443
51420,316,332.6965758692263,6.891435064374649,2.3948109522753787,8.310592814058731,2.672175590205479
51450,349,371.9660806377409,6.064924159661078,2.381785092384257,5.797499917820046,1.9174460607821917
51480,383,395.9881326954162,7.6956283300373105,2.6876456949427774,5.878766214680861,1.902761514249923
51510,411,421.56156003997864,8.279319546287718,3.033323175947448,8.55872176228717,2.8990910700405648
51540,464,490.3435436755056,6.527253534439002,2.5515129199659774,6.734307453959609,2.271400962646014
51570,540,570.3479956793282,6.734135517725395,2.5959348036970624,5.885153240782065,1.9600041111895212
51600,626,651.3833150266776,8.227500498686027,3.076031736662649,8.577945975373133,2.712809978197074
51630,720,743.9321717783357,7.360505119819369,3.1359774861147445,6.435463859591707,2.145443824395372
51660,765,756.2294061802137,5.794414966358553,2.2046229274584683,4.926488850922576,1.7078799160956093
51690,784,768.7299144552637,7.381782957045838,2.393697238452204,7.42086419617177,2.218788835534838
51720,762,704.0112670502401,6.546430750818851,2.223582866200196,5.577644250817018,1.8114327941112578
51750,705,644.7412216095402,5.477897170249127,1.859963995901007,4.273153522541119,1.4864793488503274
51780,669,619.4473304477956,6.587790197526172,2.0700164212865735,7.209404017334004,2.122539053836225
51810,626,595.1457458249522,5.393656978473083,2.041895836289644,5.052915233100931,1.7137569035779676
51840,643,665.3931736578756,5.565076180068087,2.0256644614435118,3.8826448000810907,1.4853333301683407
51870,704,743.9321857821419,7.345537537044992,2.8291506967151694,7.413286644833852,2.440495824615829
51900,706,692.56317619944,5.860656300428818,2.1441461815166316,5.195326505107956,1.7804144482926902
51930,669,644.741230712014,4.994943406259198,1.7952379961122373,4.010532495569657,1.4740312326074858
51960,637,619.4473391931697,7.822762622358545,2.883525392792437,7.56275883533073,2.3842231919722208
51990,608,595.145754227236,6.218154948996473,2.188925063455191,5.438985214149249,1.7837603528256492
52020,617,642.8308866634322,4.392490573060581,1.597156140637166,3.9215362982799666,1.4543043162081664
52050,661,694.336716532663,6.250821149201134,1.9482294384324834,7.438132738250882,2.2998922038360194
52080,688,694.3367181664403,5.297386469536985,1.9671560554927383,5.077976569286964,1.7321364430463442
52110,693,694.3367198002177,4.484052835841424,1.710401231234199,3.91150984840061,1.4701638410356042
52140,722,730.5870429388323,6.665959534824715,2.2563128974482214,7.429794975126193,2.198009320191623
52170,757,768.7299433964629,5.459715541771979,2.141562342065646,5.434202567639995,1.8151216384513547
52200,762,756.2294382096153,5.112153938664895,1.7956356368516555,4.198328897247834,1.4794354638276348
52230,759,743.9322067878509,6.791570624173263,2.288470858532455,7.630099848548149,2.216428516029321
52260,751,731.4282556779045,6.024670498845053,2.065869619023353,5.3033575838833,1.739370714882267
52290,743,719.1344699458427,4.878374421898909,1.705055354751361,4.048877266594423,1.4266977217166128
52320,730,706.6268310478379,7.07460567982355,2.242500366472068,7.1147844757814,2.1095111776016564
52350,715,694.336732870437,5.364836462522701,1.8864050945073718,4.837473355668178,1.5971467034910425
52380,665,615.4637339728786,4.616233976320142,1.6645163454202245,3.622133944741327,1.3796371807445096
52410,596,545.5502926798509,7.256629179553732,2.30841229917758,7.660353111761203,2.2805309689709445
52440,530,506.99100501390717,5.172173571539458,1.8404366453550687,4.759315443470917,1.5876611636400861
52470,484,471.1570731680496,5.1096724072443305,1.6800380610865964,3.7128563344754193,1.363790463098234
52500,468,471.1570742766843,6.7226544512285615,2.1520312409261875,7.4077858440160105,2.3817337286772653
52530,462,471.15707538531893,5.109603441441352,1.8639977388217184,5.239607518782487,1.7342402799170908
52560,441,432.3633858886753,5.614907585989629,1.8638416403349156,4.392765942460945,1.5196412908236
52590,407,396.7638548232325,7.549189050231884,2.480496211376246,7.449947319599146,2.2649014085654304
52620,378,371.1386029243535,6.912301979433888,2.437235889556993,5.937131976625724,1.8261199629662113
52650,353,347.16837460410574,5.659824816093728,1.9590866696322415,4.72392154612361,1.570481230922219
52680,348,359.3534087562975,7.867710248801304,2.7601470358235165,8.098581919094057,2.562014344095937
52710,353,371.9661173977321,6.726968461484734,2.5347053813074925,5.7848476077265465,1.856820682046191
