overheads,ticks,traffic_volumes,traffic_targets,smart_average_speeds_a,smart_average_speeds_h,average_speeds_h,average_speeds_a
1.8491743267966647,12840,500,500,7.684227709139425,2.4412926542651547,7.0183256384699435,2.241848216791611
1.8713749372365596,12870,442,371.9647240215554,6.623806613830004,2.1074826835197773,5.471362552966737,1.7024994980754307
1.8832574410567926,12900,395,371.5289941239317,9.342956910964284,2.865698090886614,8.784223393133736,2.436565822383032
1.8940508311804134,12930,382,371.0932642263079,7.57626535644712,2.571970958569181,6.642847873556863,2.0623936627801442
1.8931177516216178,12960,371,370.65753432868416,6.973724898853955,2.013168159199409,5.22728443824318,1.640383217725894
1.9041333703444723,12990,368,370.2218044310604,8.718256382870807,2.8454868540200886,9.015688475727437,2.765460321319787
1.926161214541228,13020,367,369.7860745334366,6.598126590247476,2.30450967647806,7.069006784066655,2.1795781166384662
1.925983375354804,13050,367,369.35034463581286,5.926680453655715,2.0013320557643897,5.0772887717301876,1.6211224476571944
1.9589101300350074,13080,366,368.9146147381891,9.51739766871092,3.9206706937743627,9.25948576471646,3.049854839824979
1.9800016707686077,13110,366,368.47888484056534,6.6152013473772495,2.3743060369148967,6.592803800635789,2.2356842634157688
1.9904421667684333,13140,365,368.04315494294156,5.537440134971992,1.942938442679059,5.691151586308546,1.821901717501158
2.000694471273324,13170,365,367.6074250453178,9.524680126891953,3.1222877053741205,10.202278651858864,3.267790584811803
2.011214883970539,13200,365,367.171695147694,6.571584359846499,2.4872794405924266,6.530724277027359,2.1636110634448924
2.022003045586473,13230,365,366.7359652500703,5.78661023551434,1.7961731877001486,5.8780710253691195,1.8302244322492873
2.032302006760957,13260,365,366.3002353524465,10.163256758471702,4.293618129667051,9.383553860856994,3.1997844445909767
2.0535180940105855,13290,365,365.86450545482273,7.817622069687239,2.7640366866047703,6.918260614522476,2.3180045538556904
2.0533339387731897,13320,365,365.428775557199,6.375291203566199,2.0271888305522543,6.055678884883269,1.8066876403892929
2.053075155346579,13350,365,364.9930456595753,8.753778191600135,2.8412731481068785,9.889120033683284,3.1061169046997557
2.0511639968772926,13380,365,364.5573157619515,8.358338855128729,3.6046292646429743,7.048552601441148,2.3524107966906542
2.0725941945021296,13410,365,364.1215858643277,8.041966677074239,2.5860958381515133,5.878416462095255,1.7797542787523406
2.081746059630926,13440,365,363.68585596670397,10.384167174941306,4.201174338971028,9.777345471073959,3.1097675890990217
2.0805772184924316,13470,365,363.2501260690802,6.339759204842311,2.352480854309219,6.84958198458152,2.292796442868842
2.079706937318766,13500,365,362.81439617145645,6.435766481918594,1.9914490655729007,5.3202558962714015,1.6704725748243276
2.0782163989194244,13530,365,362.37866627383266,9.699510806339438,3.013482934264805,9.901119040941765,3.3039283103372608
2.0788656649150314,13560,365,361.94293637620893,7.554435633140184,2.749947360488195,7.303832682954246,2.2727821108061685
2.0777994199419547,13590,365,361.50720647858515,6.150748078624083,1.972395259854266,6.028769613454322,1.824664846755271
2.0771528387936797,13620,365,361.0714765809614,8.326469236529027,2.4549274127893463,10.427834044104596,3.7380854181774197
2.0759027333668207,13650,365,360.6357466833377,6.700188327243207,2.311431429110896,6.8665036327781594,2.127693553742748
2.0753517437942173,13680,365,360.20001678571384,5.561756069861143,1.7782118484132785,5.789723987737536,1.7867665081239528
2.0747907378435024,13710,365,359.7642868880901,9.813986875492514,3.300126145849202,10.648116698447534,3.701517372412052
2.0732650520559894,13740,365,359.3285569904663,6.8169623592119155,2.4297101403123915,7.115380092871678,2.1784525265853296
